CRN,Course,Section,Title,Hours,Area of LLC,Type,Days,Time,Location,Instructor,Seats Still Available,Status,Low Cost Textbook,Capacity,Enrolled,Instructor Type,Term
8480,ENVS 525,1,Environmental Regulations,3,,Lec,W,1730-2020,Forbes Hall ,Russ Burke,15,OPEN,,15,0,Full Time,Spring Semester 2027
8121,BIOL 391,8,WI: Junior Seminar,1,WI,Lec,F,0900-0950,Forbes Hall 2014,Darlene Mitrano,-1,CLOSED,,8,9,Full Time,Spring Semester 2021
9164,LDSP 350,1,Leadership in Sport,3,LDSP,Lec,TR,1100-1215,Lewis McMurran Hall 160,Lynn Shollen,0,CLOSED,,26,26,Full Time,Fall Semester 2026
8085,MATH 120,1,The Saga of Mathematics,3,"LLF, LLFM, LOW",Lec,TR,0800-0915,Joseph W. Luter III Hall 376,Sara Lenhart,4,OPEN,YES,29,25,Full Time,Fall Semester 2024
8210,COMM 452,3,WI: Sr Research in Comm,3,"LOW, WI",Lec,MWF,1400-1450,Joseph W. Luter III Hall 131,Michaela Meyer,-13,CLOSED,YES,0,13,Full Time,Spring Semester 2025
9214,CPSC 140,1,Intro-Comp Prog w/ Multimedia,3,LLFR,Lec,MWF,1500-1550,Joseph W. Luter III Hall 323,Reena Singh,9,OPEN,,24,15,Full Time,Spring Semester 2023
8387,CRIM 208,2,Crime in America,3,,Lec,TR,1500-1615,Forbes Hall 2070A,Steven Keener,-1,CLOSED,,33,34,Full Time,Spring Semester 2022
8564,CHEM 122,4,General Chemistry II,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,TR,1330-1445,Forbes Hall 2015,Lisa Webb,6,OPEN,,48,42,Full Time,Spring Semester 2023
9118,MUSC 125,1,Elementary Improv Skills,1,,Lab,MWF,0800-0850,Ferguson Center for the Arts A183,Eldon Sully,15,OPEN,,29,14,Adjunct,Fall Semester 2021
8657,ENVS 525,1,Environmental Regulations,3,,Lec,R,1730-2020,Forbes Hall 2070A,Russ Burke,7,OPEN,,19,12,Full Time,Spring Semester 2022
9092,SPAN 101,2,Beginning Spanish I,3,"FLAN, GE",Lec,MWF,0900-0950,Lewis McMurran Hall 257,Stephen Shaw,2,OPEN,,23,21,Adjunct,Spring Semester 2022
8896,THEA 130,2,Private Voice,1,GE,Lec,,-,To Be Arranged ,Amanda Cullin,-8,CLOSED,,0,8,Adjunct,Spring Semester 2022
8982,BUSN 300,4,Organizational Behavior,3,,Lec,TR,0800-0915,Joseph W. Luter III Hall 139,Anne-Lise Gere,0,CLOSED,,24,24,Adjunct,Fall Semester 2021
8262,COMM 315,1,Historical Topics in Media,3,,Lec,TR,1630-1745,Joseph W. Luter III Hall ,Raffi Sarkissian,19,OPEN,,19,0,Full Time,Spring Semester 2027
8507,ECON 202,2M,Principles of Microeconomics,3,"AIII, GE, LLFE, SSCI, XLSB",Lec,M,1800-2100,Lewis McMurran Hall 160,Alex Hamed,1,OPEN,,26,25,Full Time,Fall Semester 2021
8858,ENGR 212L,1,Electronics Laboratory,1,LOW,Lab,T,1800-2045,Joseph W. Luter III Hall 206,Hessam Keshtkar Vanashi,1,OPEN,YES,18,17,Adjunct,Spring Semester 2024
8511,ECON 202,6,Principles of Microeconomics,3,"AIII, GE, LLFE, SSCI, XLSB",Lec,W,1800-2100,Forbes Hall 2014,Sunita Hines,0,CLOSED,,19,19,Adjunct,Fall Semester 2021
9259,FINC 595,1,Special Topics,1,,Lec,MW,1600-1715,Joseph W. Luter III Hall 242,Dmitriy Shaltayev,4,OPEN,,15,11,Full Time,Spring Semester 2022
8099,MATH 130,2,Adv Algebra & Trigonometry,3,"GE, LLF, LLFM, MATH",Lec,MWF,0900-0950,Joseph W. Luter III Hall 242,Hongwei Chen,4,OPEN,,35,31,Full Time,Fall Semester 2024
8890,MUSC 216,ON2,Advanced Keyboard Skills IV,1,LETR,Lab,TR,1330-1445,Synchronous Online Course ,Seung-Hye Kim,0,CLOSED,,13,13,,Spring Semester 2021
8659,MUSC 014,3,Applied Music Masterclass,0,APPL,Lab,,-,To Be Arranged ,Stephen Slater,-2,CLOSED,,0,2,Adjunct,Fall Semester 2022
8552,HIST 112,3C,The Modern World,3,"AIGM, LETR, LOW, XHIS",Lec,MWF,1100-1150,Lewis McMurran Hall 312,Matthew Harshman,0,CLOSED,YES,25,25,,Fall Semester 2024
9333,CHEM 499,2,Independent Study and Research,1,,Ind,,-,To Be Arranged ,Ronald Quinlan,-1,CLOSED,,0,1,Adjunct,Spring Semester 2025
8575,FNAR 381,1,African Art,3,AICE,Lec,TR,1330-1445,Torggler Fine Arts Center 102,Rebecca Wolff,10,OPEN,,25,15,Full Time,Fall Semester 2025
8091,BIOL 391,10,WI: Junior Seminar,1,WI,Lec,F,1100-1150,Forbes Hall 1015,Anna Salazar,-1,CLOSED,,7,8,Full Time,Fall Semester 2022
9179,AMST 300,2,The American Exp: Global Infl,3,"AIGM, LOW",Lec,TR,1630-1745,Lewis McMurran Hall 210,William McCarthy,1,OPEN,YES,21,20,Adjunct,Fall Semester 2024
9182,TCHG 580,ON2,Technology for Teachers,1,,Lec,T,1600-1900,Synchronous Online Course ,Pamela Johnson,6,OPEN,,16,10,Adjunct,Spring Semester 2023
8591,MATH 132,1,Concepts for Calculus,3,"LLFM, LOW",Lec,MWF,0900-0950,Lewis McMurran Hall 312,Jamie Martin,3,OPEN,YES,34,31,Full Time,Spring Semester 2025
8095,GEOG 211,1,Geog of Human-Enviro Interact,3,AINW,Lec,MWF,1000-1050,Joseph W. Luter III Hall 269,Johnny Finn,0,CLOSED,,19,19,Full Time,Spring Semester 2023
8388,ECON 202,2,Principles of Microeconomics,3,"AIII, GE, LLFE, SSCI, XLSB",Lec,TR,1630-1745, ,Zhaochen He,75,OPEN,,75,0,Full Time,Spring Semester 2027
8594,CRIM 208,1R,Crime in America,3,,Lec,TR,0930-1045,Lewis McMurran Hall 101,Steven Keener,3,OPEN,,99,96,Full Time,Fall Semester 2023
8870,PHYS 152,1,College Physics II,3,"AINW, GE, LOW, XNAT",Lec,MW,1800-1915,Joseph W. Luter III Hall 121,Martin McHugh,31,OPEN,YES,99,68,Adjunct,Spring Semester 2024
8097,CHEM 103L,1R,Introductory Chemistry Lab I,1,"AINW, GE, NSCI, OR, SCIE",Lab,M,0800-1050,Forbes Hall 3009,Antony Okumu,2,OPEN,,24,22,Adjunct,Fall Semester 2025
8275,COMM 330,1,"Commnctng Gender, Race & Class",3,"AIII, CMPH, LETR",Lec,TR,1100-1215,Torggler Fine Arts Center ,Danielle Stern,19,OPEN,,19,0,Full Time,Spring Semester 2027
8625,HIST 112,2,The Modern World,3,"AIGM, LETR, XHIS",Lec,TR,1100-1215,Lewis McMurran Hall 110,Xiao Xu,2,OPEN,,19,17,Full Time,Spring Semester 2023
8758,LATN 402,1,Roman Historians,3,"LLF, LLFL",Lec,MWF,1000-1050,Lewis McMurran Hall 262,Brad Buszard,3,OPEN,,4,1,Full Time,Fall Semester 2022
8602,HIST 491,1,Practicum,3,LETR,Int,MWF,0800-0850,Lewis McMurran Hall ,Sheri Shuck-Hall,10,OPEN,,10,0,Full Time,Spring Semester 2027
9087,SPAN 295,1,Special Topics,3,"LLF, LLFL",Lec,MWF,0900-0950,Lewis McMurran Hall 160,Kevin Anzzolin,9,OPEN,,22,13,Full Time,Spring Semester 2026
8862,THEA 130,2,Private Voice,1,GE,Lec,,-,To Be Arranged ,Amanda Cullin,-6,CLOSED,,0,6,Adjunct,Fall Semester 2022
8792,BIOL 391,2,WI: Junior Seminar,1,WI,Lec,M,1400-1450,Forbes Hall 3048,James Bogenpohl,-1,CLOSED,,8,9,Full Time,Fall Semester 2021
8020,ACCT 405,1,Principles of Auditing,3,,Lec,MWF,0800-0850,Joseph W. Luter III Hall 139,Gabriele Lingenfelter,3,OPEN,,15,12,Full Time,Spring Semester 2021
8963,FNAR 128,1,Introduction to Digital Media,3,"AICE, XFAH",Stu,MW,1030-1250,Torggler Fine Arts Center 228,Alan Skees,-2,CLOSED,,14,16,Full Time,Spring Semester 2022
9199,TRMB 234,1,Applied Music: Trombone,2,APPL,Lab,,-,To Be Arranged ,Christopher Espy,0,CLOSED,,0,0,Adjunct,Spring Semester 2026
8275,COMM 321,2,WI: Communication and Film,3,"LOW, WI",Lec,M,1930-2215,Joseph W. Luter III Hall 139,Chris Connelly,2,OPEN,YES,19,17,Adjunct,Fall Semester 2026
8692,MATH 130,4,Adv Algebra & Trigonometry,3,"GE, LLF, LLFM, MATH",Lec,TR,0800-0915,Joseph W. Luter III Hall ,Neville Fogarty,29,OPEN,,29,0,Full Time,Spring Semester 2027
8119,BIOL 391,6,WI: Junior Seminar,1,"LOW, WI",Lec,W,1100-1150,Forbes Hall 1009,Anna Salazar,-1,CLOSED,YES,7,8,Full Time,Fall Semester 2026
9034,SPAN 101,5,Beginning Spanish I,3,"FLAN, GE",Lec,MWF,1300-1350,Lewis McMurran Hall 257,Kevin Anzzolin,-3,CLOSED,,19,22,Full Time,Fall Semester 2026
9226,COMM 330,2,"Commnctng Gender, Race & Class",3,"AIII, CMPH, LETR",Lec,TR,1100-1215,Torggler Fine Arts Center 204,Danielle Stern,4,OPEN,,19,15,Full Time,Fall Semester 2022
8941,PSYC 444L,1,Psyc of Creat/Crit Think Lab,1,,Lab,MWF,1200-1250,Forbes Hall 2002,Gayle Dow,-6,CLOSED,,14,20,Full Time,Fall Semester 2022
3038,PSYC 535,1,Exceptional Learner,3,,Lec,MTWRF,1930-2200,Forbes Hall 2070C,Robert Sulzberger,15,OPEN,,16,1,Adjunct,Summer Term 1 2026
9260,MUSC 014,17,Applied Music Masterclass,0,APPL,Lab,T,1230-1320,Ferguson Center for the Arts R118,Colin Ruffer,-32,CLOSED,,0,32,Full Time,Spring Semester 2023
8176,PSYC 415,1,Comparative Psychology,3,,Lec,MWF,0900-0950,Forbes Hall 2009,Drew Velkey,-1,CLOSED,,17,18,Full Time,Fall Semester 2021
9288,FLUT 434,1,Applied Music: Flute,2,APPL,Lab,,-,To Be Arranged ,Bonnie Kim,-1,CLOSED,,0,1,Adjunct,Spring Semester 2022
8948,SOCL 490,1,WI:Senior Seminar,3,WI,Lec,TR,0930-1045,Joseph W. Luter III Hall 157,Laine Briddell,6,OPEN,,17,11,Full Time,Fall Semester 2021
8275,COMM 452,3,WI: Sr Research in Comm,3,"LOW, WI",Lec,MWF,1000-1050,Joseph W. Luter III Hall 131,Brianna Lane,-15,CLOSED,YES,0,15,Full Time,Spring Semester 2026
8609,THEA 130,2,Private Voice,1,GE,Lec,,-,To Be Arranged ,Amanda Cullin,-11,CLOSED,,0,11,Adjunct,Fall Semester 2021
8731,CRIM 208,2,Crime in America,3,LOW,Lec,MWF,1400-1450,Joseph W. Luter III Hall 264,Laine Briddell,1,OPEN,YES,35,34,Full Time,Spring Semester 2024
8872,PHYS 152,1,College Physics II,3,"AINW, GE, XNAT",Lec,MWF,1100-1150,Joseph W. Luter III Hall 258,Leon Cole,10,OPEN,,48,38,Full Time,Fall Semester 2026
8689,GERM 202,1,Intermediate German II,3,"GE, LETR, LLF, LLFL, PROF",Lec,MWF,0900-0950,Lewis McMurran Hall 160,Laura Deiulio,17,OPEN,,23,6,Full Time,Spring Semester 2023
8664,LDSP 345,1,American Epidemics & Constitut,3,LDSP,Lec,TR,1500-1615,Joseph W. Luter III Hall ,William Mims,10,OPEN,,10,0,,Spring Semester 2027
9318,PHIL 490,2,WI: Senior Seminar,3,"LETR, WI",Lec,MWF,0900-0950,To Be Arranged ,Eric Silverman,-1,CLOSED,,0,1,Full Time,Fall Semester 2026
8756,MUSC 014,4,Applied Music Masterclass,0,APPL,Lab,M,1200-1250,Ferguson Center for the Arts ,Kathleen Winters,0,CLOSED,,0,0,Adjunct,Spring Semester 2027
8242,CHEM 361L,2,Analytical  Chemistry Lab,1,,Lab,R,1330-1720,Forbes Hall 3040,Ronald Quinlan,0,CLOSED,,24,24,Adjunct,Spring Semester 2021
3041,TCHG 516,1,Curriculum and Instruction I,2,,Lec,MTWR,1600-1750,Lewis McMurran Hall 160,Cindy Connell,4,OPEN,,12,8,Adjunct,Summer Term 1 2026
9180,BIOL 301,ON1,Microbiology,3,,Lec,MWF,1000-1050,Synchronous Online Course ,Jenn Knies,5,OPEN,,53,48,Full Time,Fall Semester 2020
8055,CPSC 429,1,Computer & System Security,3,,Lec,TR,0800-0915,Joseph W. Luter III Hall 121,Chris Kreider,-1,CLOSED,,29,30,Full Time,Fall Semester 2020
9233,PIAN 130,1,Applied Music: Piano,1,APPL,Lab,,-,To Be Arranged ,Ben Corbin,-3,CLOSED,,0,3,Full Time,Spring Semester 2024
9321,MUSC 014,19,Applied Music Masterclass,0,APPL,Lab,,-,To Be Arranged ,William McPeters,-1,CLOSED,,0,1,Adjunct,Fall Semester 2024
9202,MUSC 014,14,Applied Music Masterclass,0,APPL,Lab,W,1200-1250,Ferguson Center for the Arts A183,Rachel Holland,-16,CLOSED,,0,16,Full Time,Fall Semester 2026
8635,LDSP 338,1,Leading Adaptive Change,3,"LDSP, LOW",Lec,M,1800-2100,Joseph W. Luter III Hall 242,Lacey Grey Hunter,3,OPEN,YES,24,21,Adjunct,Fall Semester 2025
8667,MUSC 014,11,Applied Music Masterclass,0,APPL,Lab,,-,To Be Arranged ,Jason Hammers,-5,CLOSED,,0,5,Adjunct,Fall Semester 2022
9030,SPAN 101,1,Beginning Spanish I,3,"FLAN, GE",Lec,MWF,1300-1350,Lewis McMurran Hall 360,Michelle Grau,-4,CLOSED,,19,23,Adjunct,Fall Semester 2026
8686,LDSP 338,2,Leading Adaptive Change,3,"LDSP, LOW",Lec,TR,1500-1615,Joseph W. Luter III Hall 264,Jess Hench,-1,CLOSED,YES,22,23,Adjunct,Fall Semester 2026
8833,PHYS 304,1,Electrostatics,3,,Lec,TR,0930-1045,Joseph W. Luter III Hall 310,Peter Monaghan,15,OPEN,,24,9,Full Time,Fall Semester 2025
8347,HIST 112,6R,The Modern World,3,"AIGM, LETR, LOW, XHIS",Lec,MWF,1000-1050,Lewis McMurran Hall 362,Deirdre Harshman,1,OPEN,YES,27,26,Full Time,Fall Semester 2025
8642,MUSC 014,7,Applied Music Masterclass,0,APPL,Lab,M,1000-1050,To Be Arranged ,Rebecca Gilmore,-2,CLOSED,,0,2,Adjunct,Spring Semester 2025
8927,PHIL 101,ON2,Critical Thinking I,3,"AIIF, CMPH, GE, LLFR, XPRS",Lec,MWF,1400-1450,Synchronous Online Course ,Robert Gray,2,OPEN,,18,16,Adjunct,Spring Semester 2021
8510,FINC 422,2,Intermediate Corporate Finance,3,,Lec,TR,1330-1445,Science & Engineering Research 2289,Tom Hall,4,OPEN,,30,26,Full Time,Fall Semester 2026
8116,BIOL 391,3,WI: Junior Seminar,1,WI,Lec,M,1500-1550,Forbes Hall 2088,Anna Salazar,0,CLOSED,,7,7,Full Time,Fall Semester 2026
4003,PHYS 152,ON1,College Physics II,3,"AINW, GE, XNAT",Lec,MTWR,0900-1130,Synchronous Online Course ,David Gore,1,OPEN,,20,19,Full Time,Summer Term 2 2022
9032,SPAN 101,3,Beginning Spanish I,3,"FLAN, GE",Lec,MWF,0900-0950,Lewis McMurran Hall 366,Stephen Shaw,-3,CLOSED,,19,22,Adjunct,Fall Semester 2026
8474,ENGR 212L,1,Electronics Laboratory,1,LOW,Lab,T,1800-2045,Joseph W. Luter III Hall 206,Hessam Keshtkar Vanashi,3,OPEN,YES,24,21,Full Time,Spring Semester 2026
8814,PHIL 101,2,Critical Thinking I,3,"AIIF, CMPH, GE, LLFR, XPRS",Lec,MWF,1000-1050, ,Dawn Hutchinson,30,OPEN,,30,0,Adjunct,Spring Semester 2027
8411,MATH 132,2M,Concepts for Calculus,3,LLFM,Lec,MWF,1400-1450,Joseph W. Luter III Hall 242,James Kelly,4,OPEN,,34,30,Full Time,Fall Semester 2023
9260,CPEN 497,1,WI: Computer Eng Capstn Dsgn 1,2,"LOW, WI",Lec,MWF,1100-1150,Joseph W. Luter III Hall 322,Toni Riedl,1,OPEN,YES,2,1,Full Time,Spring Semester 2024
9158,CHEM 122,1,General Chemistry II,3,"AINW, GE, NSCI, OR, SCIE, XNAT",Lec,MWF,1100-1150,Forbes Hall 1022,Sumie Shima,2,OPEN,,30,28,Full Time,Fall Semester 2020
8339,PSYC 201,3M,Intro to Psychological Science,3,"AINW, GE, OR, SSCI",Lec,TR,0930-1045,Forbes Hall 1022,Tim Marshall,7,OPEN,,99,92,Full Time,Fall Semester 2024
8310,COMM 452,ON2,WI: Sr Research in Comm,3,WI,Lec,TR,1330-1445,Synchronous Online Course ,Danielle Stern,-17,CLOSED,,0,17,Full Time,Spring Semester 2021
8690,MATH 130,2,Adv Algebra & Trigonometry,3,"GE, LLF, LLFM, MATH",Lec,MWF,0900-0950,Science & Engineering Research ,Hongwei Chen,29,OPEN,,29,0,Full Time,Spring Semester 2027
9349,MUSC 014,16,Applied Music Masterclass,0,APPL,Lab,,-,To Be Arranged ,David Savige,-1,CLOSED,,0,1,Adjunct,Fall Semester 2022
9367,MUSC 014,20,Applied Music Masterclass,0,APPL,Lab,,-,To Be Arranged ,Jim Cipriano,-4,CLOSED,,0,4,Adjunct,Fall Semester 2023
9272,MUSC 014,16,Applied Music Masterclass,0,APPL,Lab,,-,To Be Arranged ,Kevin Kwan,-1,CLOSED,,0,1,Adjunct,Spring Semester 2022
8998,BUSN 300,4,Organizational Behavior,3,,Lec,MWF,1200-1250,Joseph W. Luter III Hall 242,Shoshana Schwartz,0,CLOSED,,19,19,Full Time,Fall Semester 2022
9075,SOCL 490,1,WI:Senior Seminar,3,WI,Lec,TR,0930-1045,Joseph W. Luter III Hall 157,Laine Briddell,3,OPEN,,9,6,Full Time,Fall Semester 2020
8467,MATH 130,5,Adv Algebra & Trigonometry,3,"GE, LLF, LLFM, MATH",Lec,TR,1630-1745,Joseph W. Luter III Hall 376,David McMorris,4,OPEN,,34,30,Adjunct,Spring Semester 2023
8650,MATH 120,1,The Saga of Mathematics,3,"LLF, LLFM, LOW",Lec,TR,0930-1045,Joseph W. Luter III Hall 264,Sara Lenhart,-10,CLOSED,YES,25,35,Full Time,Fall Semester 2025
8141,ACCT 405,1,Principles of Auditing,3,,Lec,MWF,1100-1150,Joseph W. Luter III Hall 121,Gabriele Lingenfelter,-1,CLOSED,,22,23,Full Time,Fall Semester 2020
8095,BIOL 391,8,WI: Junior Seminar,1,WI,Lec,W,0900-0950,Forbes Hall 2043,Russ Burke,-1,CLOSED,,7,8,Adjunct,Spring Semester 2026
8820,HIST 112,8,The Modern World,3,"AIGM, LETR, XHIS",Lec,MWF,1000-1050,Lewis McMurran Hall 364,Deirdre Harshman,0,CLOSED,,19,19,Full Time,Spring Semester 2022
8120,BIOL 391,7,WI: Junior Seminar,1,"LOW, WI",Lec,M,0900-0950,Forbes Hall 2043,Russ Burke,0,CLOSED,YES,7,7,Adjunct,Fall Semester 2026
8646,LDSP 338,2,Leading Adaptive Change,3,"LDSP, LOW",Lec,TR,1630-1745,Lewis McMurran Hall 364,Jess Hench,0,CLOSED,YES,24,24,Full Time,Spring Semester 2026
9303,MATH 130,7,Adv Algebra & Trigonometry,3,"GE, LLF, LLFM, MATH",Lec,TR,1500-1615,Joseph W. Luter III Hall 352,Sara Lenhart,3,OPEN,,19,16,Full Time,Spring Semester 2025
8665,MUSC 014,9,Applied Music Masterclass,0,APPL,Lab,,-,To Be Arranged ,John McGuire,-15,CLOSED,,0,15,Full Time,Fall Semester 2022
9206,BIOL 391,10,WI: Junior Seminar,1,WI,Lec,F,1100-1150,Forbes Hall 2012,Anna Salazar,0,CLOSED,,7,7,Full Time,Fall Semester 2020
8907,TCHG 580,3,Technology for Teachers,1,LOW,Lec,MW,1700-2000,Lewis McMurran Hall 316,Pamela Johnson,4,OPEN,YES,20,16,Adjunct,Spring Semester 2024
9039,COMM 452,4,WI: Sr Research in Comm,3,WI,Lec,T,1930-2215,Joseph W. Luter III Hall 139,Danielle Stern,-16,CLOSED,,0,16,Full Time,Spring Semester 2023
8993,SOWK 302,1,Social Work Practice II,3,,Lec,R,1800-2045,Joseph W. Luter III Hall 376,Calvin Cooper,1,OPEN,,27,26,Adjunct,Spring Semester 2026
8965,SOCL 390,1,WI: Sociological Theory,3,WI,Lec,TR,1330-1445,Joseph W. Luter III Hall 167,Linda Waldron,-1,CLOSED,,15,16,Full Time,Fall Semester 2025
8751,MUSC 014,9,Applied Music Masterclass,0,APPL,Lab,,-,To Be Arranged ,Bonnie Kim,-2,CLOSED,,0,2,Adjunct,Spring Semester 2023
9297,BUSN 480,1,Internship in Business,1,,Int,,-,To Be Arranged ,Matt Hettche,-1,CLOSED,,0,1,Full Time,Fall Semester 2024
8459,ECON 202,ON1,Principles of Microeconomics,3,"AIII, GE, LLFE, SSCI, XLSB",Lec,TR,0930-1045,Synchronous Online Course ,Travis Taylor,2,OPEN,,99,97,Full Time,Fall Semester 2020
8796,BIOL 391,6,WI: Junior Seminar,1,WI,Lec,W,1100-1150,Forbes Hall 1015,Anna Salazar,-1,CLOSED,,8,9,Full Time,Fall Semester 2021
8836,HIST 112,6C,The Modern World,3,"AIGM, LETR, XHIS",Lec,TR,1500-1615,Lewis McMurran Hall 357,Sara Black,1,OPEN,,21,20,Full Time,Fall Semester 2023
8838,HIST 112,8M,The Modern World,3,"AIGM, LETR, XHIS",Lec,MWF,1100-1150,Lewis McMurran Hall 160,Deirdre Harshman,0,CLOSED,,21,21,Full Time,Fall Semester 2023
8631,NEUR 305,1,Neurobiology,3,LOW,Lec,MWF,1000-1050,Forbes Hall 2015,Jessica Burket,11,OPEN,YES,27,16,Full Time,Spring Semester 2024
8971,SOWK 301,1,Social Work Practice I,3,,Lec,T,1800-2045,Forbes Hall 3014,Monica Hawkins,-2,CLOSED,,24,26,Adjunct,Fall Semester 2025
8994,MLSC 201L,1,Leadership Lab,1,LOW,Lab,T,1500-1715,To Be Arranged ,Jerad Hoffmann,19,OPEN,YES,32,13,,Fall Semester 2024
8266,MATH 120,1,The Saga of Mathematics,3,"LLF, LLFM",Lec,TR,0930-1045,Joseph W. Luter III Hall 352,Sara Lenhart,1,OPEN,,19,18,Full Time,Fall Semester 2021
9234,PSYC 535,2,Exceptional Learner,3,,Lec,R,1630-1915,Lewis McMurran Hall 200B,Robert Sulzberger,-2,CLOSED,,16,18,Adjunct,Fall Semester 2021
8767,MATH 130,1,Adv Algebra & Trigonometry,3,"GE, LLF, LLFM, MATH",Lec,MWF,0800-0850,Forbes Hall 1022,Hongwei Chen,1,OPEN,,34,33,Full Time,Spring Semester 2021
8200,FINC 422,ON2,Intermediate Corporate Finance,3,,Lec,TR,0930-1045,Synchronous Online Course ,Tom Hall,1,OPEN,,25,24,Full Time,Fall Semester 2020
8401,ECON 202,3,Principles of Microeconomics,3,"AIII, GE, LLFE, SSCI, XLSB",Lec,MWF,1400-1450,Lewis McMurran Hall 114,George Zestos,0,CLOSED,,19,19,Full Time,Fall Semester 2026
8994,SOCL 501,ON1,Multicultural Diversity & Educ,3,,Lec,,-,Asynchronous Online Course ,Brooke Dinsmore,11,OPEN,,18,7,Full Time,Fall Semester 2026
8896,MUSC 306,1,Global Transformations,3,"AIGM, XMUS",Lec,TR,1330-1445,Ferguson Center for the Arts P136,Ben Doleac,6,OPEN,,27,21,Full Time,Spring Semester 2021
9460,CHEM 499,6,Independent Study and Research,1,,Ind,,-,To Be Arranged ,Ronald Quinlan,-2,CLOSED,,0,2,Full Time,Fall Semester 2021
9410,CHEM 499,1,Independent Study and Research,1,,Ind,,-,To Be Arranged ,Ronald Quinlan,-1,CLOSED,,0,1,Adjunct,Spring Semester 2023
8918,LDSP 338,2,Leading Adaptive Change,3,LDSP,Lec,MW,1930-2045,Lewis McMurran Hall 160,Jess Hench,-4,CLOSED,,22,26,Adjunct,Fall Semester 2023
8384,SOWK 301,1,Social Work Practice I,3,,Lec,TR,1330-1445,Joseph W. Luter III Hall 170,Jill Russett,12,OPEN,,29,17,Adjunct,Fall Semester 2021
9303,SAXO 132,1,Applied Music: Saxophone,1,APPL,Lab,,-,To Be Arranged ,Jason Hammers,-1,CLOSED,,0,1,Adjunct,Spring Semester 2022
8716,PHIL 215,1R,Philosophy and Literature,3,"AIWT, XPRS",Lec,TR,1100-1215,Paul & Rosemary Trible Library 1213,Dawn Hutchinson,2,OPEN,,19,17,Adjunct,Fall Semester 2024
8326,GEOG 211,1M,Geog of Human-Enviro Interact,3,AINW,Lec,MWF,1000-1050,Lewis McMurran Hall 101,Johnny Finn,0,CLOSED,,120,120,Full Time,Fall Semester 2025
8550,BIOL 285L,2,Fund Human Anatmy & Phys Lb II,1,,Lab,R,1800-2150,Forbes Hall 2056,Dave Knight,10,OPEN,,24,14,Full Time,Spring Semester 2024
8645,MUSC 014,10,Applied Music Masterclass,0,APPL,Lab,W,1500-1550,Ferguson Center for the Arts R118,Kenneth Drefke,-7,CLOSED,,0,7,Adjunct,Spring Semester 2025
8084,BIOL 391,8,WI: Junior Seminar,1,"LOW, WI",Lec,W,0900-0950,Forbes Hall 2043,Edward Primka,1,OPEN,YES,7,6,Full Time,Spring Semester 2025
9154,SOCL 395,2,Special Topics,1,"CAPP, LOW",Lec,MWF,0900-0950,Joseph W. Luter III Hall 170,Michael Lewis,0,CLOSED,YES,9,9,Full Time,Spring Semester 2024
9183,FLUT 334,1,Applied Music: Flute,2,APPL,Lab,,-,To Be Arranged ,Kathleen Winters,-1,CLOSED,,0,1,Adjunct,Spring Semester 2026
8799,BIOL 403,ON1,Marine Biology,3,,Lec,MWF,0900-0950,Synchronous Online Course ,Heather Harwell,1,OPEN,,48,47,Full Time,Fall Semester 2020
8155,BUSN 351,ON1,Business Law I,3,,Lec,TR,1500-1615,Synchronous Online Course ,Bret Bogenschneider,0,CLOSED,,26,26,Full Time,Spring Semester 2021
8269,CRIM 208,1,Crime in America,3,LOW,Lec,MWF,1200-1250,Joseph W. Luter III Hall 170,Sarah Koon-Magnin,-1,CLOSED,YES,35,36,Full Time,Spring Semester 2025
3057,TCHG 516,4,Curriculum and Instruction I,2,,Lec,MTWR,1100-1250,Lewis McMurran Hall 212,Karyn Ward,2,OPEN,,15,13,Adjunct,Summer Term 1 2021
8407,LDSP 338,3,Leading Adaptive Change,3,"LDSP, LOW",Lec,MW,1600-1715,Joseph W. Luter III Hall 264,Jess Hench,0,CLOSED,YES,19,19,Adjunct,Spring Semester 2024
2125,FNAR 128,1,Introduction to Digital Media,3,"AICE, XFAH",Stu,MTWRF,0900-1215,Torggler Fine Arts Center 228,Alan Skees,7,OPEN,,16,9,Full Time,May Term 2023
8123,BIOL 426L,2,Human Biomechanics Lab,1,,Lab,T,1330-1720,Science & Engineering Research ,Alex Olmos,9,OPEN,,9,0,Full Time,Spring Semester 2027
8833,PHYS 152,1,College Physics II,3,"AINW, GE, LOW, XNAT",Lec,TR,0930-1045,Joseph W. Luter III Hall 121,Ryan Fisher,0,CLOSED,YES,99,99,Full Time,Spring Semester 2026
8945,SOCL 390,1,WI: Sociological Theory,3,,Lec,MWF,1200-1250,Joseph W. Luter III Hall 139,Michael Lewis,1,OPEN,,19,18,Full Time,Fall Semester 2021
8121,BIOL 391,8,WI: Junior Seminar,1,"LOW, WI",Lec,W,0900-0950,Forbes Hall 2043,Russ Burke,-1,CLOSED,YES,7,8,Adjunct,Fall Semester 2026
8042,COMM 330,2,"Commnctng Gender, Race & Class",3,"AIII, CMPH, LETR",Lec,TR,1100-1215,Torggler Fine Arts Center 205,Danielle Stern,0,CLOSED,,20,20,Full Time,Spring Semester 2024
9053,BIOL 391,8,WI: Junior Seminar,1,WI,Lec,F,1000-1050,Forbes Hall 2012,Lauren Ruane,3,OPEN,,7,4,Full Time,Fall Semester 2021
